SMILES,frequency,ndummys
C1C[NH+]([*:1])C[C@H]1[*:2],161,2
Cc1noc([*:1])c1[*:2],160,2
c1ccc2c(c1)nnn2[*:1],160,1
C1CC[NH+]([*:1])[C@H]([*:2])C1,160,2
Cn1cnc([*:1])n1,159,1
O=C(N[*:1])[*:2],159,2
Fc1cccc([*:2])c1[*:1],159,2
c1ccc2c(c1)CC[NH+]([*:1])C2,159,1
C[C@@H]1C[C@@H](C)CN([*:1])C1,159,1
C1CCCC([*:1])CCC1,158,1
C1C([*:2])CN1[*:1],158,2
CC[C@H](C(=O)[*:2])[*:1],158,2
C[C@@H]1CCC[C@H]([*:1])C1,158,1
C[C@H]1CC([*:1])C[C@H](C)O1,158,1
O=S(=O)(O[*:1])[*:2],157,2
C[C@H](C[*:1])C(=O)[*:2],157,2
CC[C@@H](C(=O)[*:2])[*:1],157,2
C[C@@]1([*:1])NC(=O)N([*:2])C1=O,157,2
O[C@H](C[*:2])[*:1],156,2
C[C@@H]1CN([*:1])CCO1,156,1
Brc1ccc([*:2])c([*:1])c1,156,2
Cc1cc([*:1])c([*:3])cc1[*:2],156,3
Nc1cccc([*:1])c1,155,1
O=c1c2ccccc2ncn1[*:1],154,1
C[C@H](C[*:2])C(=O)[*:1],154,2
CC[C@@H](C(=O)[*:1])[*:2],154,2
C1=C([*:2])CCN([*:1])C1,153,2
O=c1c2ccccc2nc([*:2])n1[*:1],153,2
CC(=O)C[*:1],152,1
Cc1ccnc([*:1])c1,152,1
c1nn([*:1])c([*:3])c1[*:2],152,3
CC(C)[C@@H](C(=O)[*:1])[*:2],152,2
O=c1c2ccccc2nc([*:1])n1[*:2],152,2
c1ccn2cc([*:1])nc2c1,151,1
C[C@H]1CCC[NH+]([*:1])C1,151,1
O=c1ccccn1[*:1],150,1
C[C@@H](C[*:1])C(=O)[*:2],150,2
Cn1nnnc1[*:1],149,1
c1nc([*:1])nn1[*:2],149,2
N#C[C@H]([*:1])[*:2],149,2
C[NH+]1CCC[C@@H]([*:1])C1,149,1
Nc1ccccc1[*:1],148,1
C1C[C@@H]([*:2])[C@@H]([*:1])C1,148,2
Clc1cnccc1[*:1],147,1
Cc1cc(Br)ccc1[*:1],147,1
C1=C([*:1])CCN([*:2])C1,147,2
O=C1CN([*:1])CCN1,146,1
Cc1nc([*:1])n[nH]1,146,1
C[C@@H]1OCC[C@H]1[*:1],146,1
c1cc([*:1])c2cccnc2c1,144,1
Cc1c([*:1])c(=O)n([*:2])n1C,144,2
NNC(=O)[*:1],143,1
CC[S@@+]([O-])[*:1],143,1
C1CC[C@H]([*:1])[NH2+]C1,143,1
n1sc([*:2])nc1[*:1],142,2
C1CCc2sc([*:1])nc2C1,142,1
CC1(C)CCC[C@H]1[*:1],142,1
Cc1ccc([*:1])c(Br)c1,142,1
c1cc2nc([*:1])sc2cc1[*:2],142,2
OC1CCC([*:1])CC1,141,1
c1n[nH]c([*:1])n1,141,1
n1n[n-]c([*:1])n1,141,1
O=c1oc2ccccc2cc1[*:1],141,1
Cc1nn([*:1])cc1[*:2],140,2
c1cnc([*:2])c([*:1])n1,140,2
Cc1[nH]c([*:2])c(C)c1[*:1],140,2
CCCS(=O)(=O)[*:1],139,1
CC(C)(C)CC(=O)[*:1],139,1
CC[C@H](C(=O)[*:1])[*:2],139,2
C1CC[NH+]([*:2])[C@H]([*:1])C1,139,2
Cc1cnc([*:1])cn1,138,1
C[C@H]1Cc2ccccc2N1[*:1],138,1
c1ccc2c(c1)CC[C@H]2[*:1],138,1
C[C@H]1C[C@H](C)CN([*:1])C1,138,1
Cc1c([*:1])nnn1[*:2],137,2
[NH3+][C@H]([*:1])[*:2],137,2
c1c([*:3])c([*:1])nn1[*:2],137,3
C[C@@H]1CCC[NH+]([*:1])C1,136,1
O=c1[nH]c2ccc([*:1])cc2[nH]1,136,1
Fc1cc([*:1])cc(F)c1F,135,1
O=C(N/N=C/[*:1])[*:2],135,2
Cc1cc([*:2])n([*:1])n1,134,2
C[C@H]1CN([*:1])CCO1,133,1
Fc1ccc2c(c1)CCN([*:1])C2,133,1
O=C(C[C@@H](O)[*:2])[*:1],133,2
C1CC[NH+]([*:1])[C@@H]([*:2])C1,133,2
C(=NN[*:2])[*:1],132,2
N#C[C@@H]([*:1])[*:2],132,2
C1C[C@@H]2C[C@@H]1C[C@H]2[*:1],132,1
C1C[C@@H]2C[C@@H]1C[C@@H]2[*:1],132,1
Cc1ccncc1[*:1],131,1
c1ccc2nc([*:1])cnc2c1,131,1
C[C@@H](C[*:2])C(=O)[*:1],131,2
O=c1cc([*:1])nc([*:2])[nH]1,131,2
C1C[NH+]([*:1])C[C@@H]1[*:2],131,2
S=C(N[*:1])[*:2],130,2
c1nc([*:1])c([*:2])o1,130,2
Clc1cccnc1[*:1],129,1
c1nc([*:2])c([*:1])s1,129,2
Cn1cc([*:1])c2ccccc21,129,1
c1ccc2c(c1)CC[C@@H]2[*:1],129,1
CCC[C@@H](C)[*:1],127,1
CC1([*:1])Cc2ccccc2C1,127,1
Cc1nn(C)c([*:1])c1[*:2],127,2
[NH3+][C@@H]([*:1])[*:2],127,2
C[NH+]1CCC[C@H]([*:1])C1,127,1
Ic1ccccc1[*:1],126,1
CC[C@@H](C)C[*:1],126,1
Oc1ccc(Cl)cc1[*:1],126,1
C1=[N+]([*:1])CCC1,126,1
Brc1ccc([*:1])cc1[*:2],126,2
O=S(=O)(CC[*:2])[*:1],125,2
C[C@@H]1CCN([*:1])C[C@@H]1O,125,1
C1CC[NH+]([*:2])[C@@H]([*:1])C1,125,2
ClCC[*:1],124,1
Fc1cccnc1[*:1],124,1
Brc1cc([*:1])ccc1[*:2],124,2
Cc1ccc(C)n1[*:1],123,1
CC1(C)CCC([*:1])CC1,123,1
O=C1COc2ccc([*:1])cc2N1,123,1
C[C@@H]1CCN([*:1])C[C@H]1O,123,1
c1c([*:2])nn([*:3])c1[*:1],123,3
CC1(C)CCN([*:1])C1,122,1
O=C(C(F)(F)F)[*:1],122,1
Fc1ccc([*:1])cc1Br,122,1
O=C(C=C1CCSCC1)[*:1],122,1
OC1CCN([*:1])CC1,121,1
O=C(C[*:2])NN=C[*:1],121,2
O=c1ccc([*:2])cn1[*:1],121,2
C[NH+]1CCC[C@@H]1[*:1],121,1
C[C@@H]1Cc2ccccc2N1[*:1],121,1
Clc1cc([*:3])c([*:2])cc1[*:1],121,3
C[C@@]1([*:2])NC(=O)N([*:1])C1=O,121,2
C[C@H]1CCCC[NH+]1[*:1],120,1
Clc1cccc([*:1])c1[*:2],120,2
Cc1nc([*:1])cc([*:2])n1,120,2
Cc1nn([*:1])c(Cl)c1[*:2],120,2
O=C1[C@H]([*:1])CCCN1[*:2],120,2
c1ccc2c(c1)c([*:2])cn2[*:1],120,2
Cc1ccoc1[*:1],119,1
c1nc([*:2])c([*:1])o1,119,2
Cc1ccc2nc([*:1])sc2c1,119,1
C[C@H]1CCN([*:1])C[C@@H]1O,119,1
CC[C@H](C)C[*:1],118,1
C1C[NH2+]C[C@H]([*:1])C1,118,1
C(#CC[*:2])C[*:1],117,2
c1cn2cc([*:1])nc2s1,117,1
Cc1oc([*:1])cc1[*:2],117,2
Cc1nnnn1[*:1],116,1
c1ncc([*:1])cn1,116,1
CC[S@+]([O-])[*:1],116,1
Cc1ccc2ncc([*:1])n2c1,116,1
c1cc2c(s1)CCN([*:1])C2,116,1
Cc1cc([*:1])ccc1Cl,115,1
Cc1nc(C)n([*:1])n1,115,1
Fc1ccc([*:1])c(Br)c1,114,1
Fc1cc([*:1])cc(F)c1[*:2],114,2
C1C[NH2+]C[C@@H]([*:1])C1,114,1
C[C@]1([*:2])NC(=O)N([*:1])C1=O,114,2
Nc1nc([*:1])nc([*:2])n1,113,2
O=C1C([O-])=C([*:1])[C@H]([*:3])N1[*:2],113,3
CCCCC(=O)[*:1],112,1
Nc1nnc([*:1])s1,112,1
O=S1(=O)CCCN1[*:1],112,1
Cc1c([*:1])oc2ccccc12,112,1
Clc1cc([*:2])cc([*:1])c1[*:3],112,3
Cc1ccc(O)c([*:1])c1,111,1
C[C@H](C(=O)[O-])[*:1],111,1
NC(=O)[C@@H]([*:1])[*:2],111,2
c1ccc2c(c1)OC[C@@H]2[*:1],111,1
c1ccc2c(c1)c([*:1])cn2[*:2],111,2
c1ccc2c(c1)=[NH+]C([*:1])[NH+]=2,111,1
CCC[C@H](C)[*:1],110,1
Cc1ccc([*:1])cc1O,110,1
[NH3+]C1CCC([*:1])CC1,110,1
O=C(CS(=O)(=O)[*:1])[*:2],110,2
Clc1ccnc2[nH]cc([*:1])c12,110,1
c1cc([*:2])c([*:3])c([*:4])c1[*:1],110,4
c1snnc1[*:1],109,1
Cc1c(F)cccc1[*:1],109,1
Oc1ccc([*:1])c(O)c1,109,1
Cn1cc([*:2])cc1[*:1],109,2
Clc1cccc([*:2])c1[*:1],109,2
C1CN([*:2])[C@H]([*:1])CO1,109,2
c1cnc2cc([*:1])ccc2n1,108,1
CC(C)[C@H](C[*:1])[*:2],108,2
c1c([*:1])cc([*:4])c([*:3])c1[*:2],108,4
OCC#C[*:1],107,1
Oc1ccc(Br)cc1[*:1],107,1
CC1(C)CCC[C@@H]1[*:1],107,1
O=C(C[C@H](O)[*:2])[*:1],107,2
C[C@H]1CCN([*:1])C[C@H]1O,107,1
c1nn([*:2])c([*:3])c1[*:1],107,3
Brc1csc([*:1])c1,106,1
Fc1ccc(Cl)cc1[*:1],106,1
Cc1nc2ccccc2n1[*:1],106,1
c1cnc2ccc([*:1])cc2c1,106,1
n1oc([*:2])c([*:3])c1[*:1],106,3
C1C[C@H]([*:1])O[C@@H]1[*:2],106,2
O=C(CCl)[*:1],105,1
O=C(N[*:2])[*:1],105,2
c1nc([*:2])oc1[*:1],105,2
C1COC2(CCN([*:1])CC2)O1,105,1
CC(C)[C@@H](C[*:1])[*:2],105,2
O=S1(=O)N=C([*:1])c2ccccc21,105,1
O=C1c2ccc([*:1])cc2C(=O)N1[*:2],105,2
CC1([*:1])CCCC1,104,1
c1ccc2c([*:1])n[nH]c2c1,104,1
O=C1/C(=C\[*:2])SC(=S)N1[*:1],104,2
C1C[C@@]([*:1])([*:2])C[C@@H]1[*:3],104,3
CC(C)(O)CC[*:1],103,1
Ic1cccc([*:1])c1,103,1
Cc1ccnc([*:1])n1,103,1
Cn1nc([*:2])cc1[*:1],103,2
c1ccc2c([*:1])ccnc2c1,103,1
C1C[NH2+][C@H]([*:1])C1,103,1
c1cc2c(c([*:1])c1)OCCO2,103,1
OC1([*:1])CCCCC1,102,1
Clc1cc([*:1])ccn1,102,1
O=c1c2ccccc2nnn1[*:1],102,1
O=C(NNC(=S)N[*:1])[*:2],102,2
[NH3+][C@H](C[*:1])[*:2],102,2
c1cc2oc([*:2])nc2cc1[*:1],102,2
[NH3+][C@@H](C[*:1])[*:2],102,2
c1c([*:1])nn([*:3])c1[*:2],102,3
O=C([C@H](C[*:2])[*:3])[*:1],102,3
Cn1cc([*:1])cc1[*:2],101,2
C[C@@H](CC[*:2])[*:1],101,2
[NH3+]C[C@H]([*:1])[*:2],101,2
Cc1nc([*:1])oc1C,100,1
C[C@H]([NH3+])[*:1],100,1
n1sc([*:1])nc1[*:2],100,2
c1cc([*:1])c2oc([*:2])cc2c1,100,2
Oc1c([*:1])cc([*:2])cc1[*:3],100,3
C1CC([*:1])CCS1,99,1
c1cnnc([*:1])c1,99,1
Clc1ccc([*:1])nn1,99,1
C[C@@H](CCCO)[*:1],99,1
c1ccc2c([*:1])csc2c1,99,1
O=S(=O)(O[*:2])[*:1],99,2
C[C@@H]([NH3+])[*:1],99,1
CC(C)[C@@H](CO)[*:1],99,1
c1ncc([*:2])cc1[*:1],99,2
C[C@@H]1CCCC[NH+]1[*:1],99,1
C[C@@H](C(=O)[O-])[*:1],99,1
c1cc2oc([*:1])nc2cc1[*:2],99,2
c1cc2c(cc1[*:1])CCN2[*:2],99,2
C[C@H](CCCO)[*:1],98,1
C1CCCC([*:1])([*:2])CC1,98,2
O=C(CS(=O)(=O)[*:2])[*:1],98,2
c1ccc2c(c1)OCC[C@H]2[*:1],98,1
c1ccc2c([*:2])cc([*:1])nc2c1,98,2
[NH3+]CCC[*:1],97,1
Cc1cc([*:1])sc1Br,97,1
Brc1ccc([*:1])nc1,97,1
c1cc([*:1])c2cc[nH]c2c1,97,1
Cc1cc(C)n2nc([*:1])nc2n1,97,1
CS(=O)(=O)CCC[*:1],96,1
c1cc([*:2])n([*:1])c1,96,2
NC(=O)[C@H]([*:1])[*:2],96,2
C[C@H](CC[*:1])C(=O)[*:2],96,2
O=c1cc([*:1])c2ccccc2[nH]1,96,1
C1CC2(C1)C[C@H]([*:1])CCO2,96,1
C1C[C@@H]2CN([*:1])CC[NH+]2C1,96,1
Cc1nn(C)c(Cl)c1[*:1],95,1
c1cc2nnc([*:2])n2nc1[*:1],95,2
C1CCc2c(sc([*:2])c2[*:1])C1,95,2
C1CCN2C[C@H]([*:1])OC[C@H]2C1,95,1
C1CCN2C[C@@H]([*:1])OC[C@H]2C1,95,1
O=C1CNC(=O)N1[*:1],94,1
Cc1sc([*:1])nc1[*:2],94,2
O=C1c2ccc([*:2])cc2C(=O)N1[*:1],94,2
c1ncn([*:2])c1[*:1],93,2
O=c1[nH]nc([*:1])[nH]1,93,1
CC(C)(C[*:1])S(C)(=O)=O,93,1
OC1([*:2])CCN([*:1])CC1,93,2
c1ccc2c(c1)OC[C@H]2[*:1],93,1
c1ccc2c(c1)OCC[C@@H]2[*:1],93,1
c1cc2c(cc1[*:2])CCCN2[*:1],93,2
c1nn([*:3])c([*:1])c1[*:2],93,3
c1ccc2c(c1)C[C@@H]([*:1])O2,93,1
OC1([*:1])CCCC1,92,1
C[C@H](C(N)=O)[*:1],92,1
c1ccc2c(c1)ccn2[*:1],92,1
Clc1cnc([*:1])c(Cl)c1,92,1
Cc1cc([*:1])c2ccccc2n1,92,1
O=S(=O)(C=C[*:2])[*:1],92,2
c1cc([*:1])c2[nH]ncc2c1,92,1
C1CN([*:2])[C@@H]([*:1])CO1,92,2
C1C[C@]([*:1])([*:2])C[C@@H]1[*:3],92,3
Cc1nonc1[*:1],91,1
c1coc([*:1])n1,91,1
CC1(C)CN([*:1])CCO1,91,1
Cc1c([*:2])cnn1[*:1],91,2
Fc1ccc2nc([*:1])sc2c1,91,1
c1n[nH]c([*:1])c1[*:2],91,2
O=c1c([*:2])nccn1[*:1],91,2
O=C1CN([*:1])c2ccccc2N1,91,1
O=C(C[C@@H]([*:2])[*:3])[*:1],91,3
Cc1nnc([*:1])n1C,90,1
c1cc2cc([*:1])ccc2[nH]1,90,1
c1ccc2c(c1)C[C@H]([*:1])O2,90,1
C1CCCN([*:1])CCC1,89,1
Oc1ccc(F)cc1[*:1],89,1
C[C@H](C#N)C[*:1],89,1
CC[C@H](C)C(=O)[*:1],89,1
C/C(=C\C(=O)[*:1])[*:2],89,2
Cc1cc([*:2])cc(C)c1[*:1],89,2
[NH3+]C[C@@H]([*:1])[*:2],89,2
c1c([*:2])nn([*:1])c1[*:3],89,3
c1ccc2c([*:2])ccc([*:1])c2c1,89,2
O=C1C([O-])=C([*:1])[C@@H]([*:3])N1[*:2],89,3
N#CC(=C[*:1])[*:2],88,2
c1cc([*:1])c2ccncc2c1,88,1
O=C1N([*:1])CCN1[*:2],88,2
c1cc([*:1])[nH+]cc1[*:2],88,2
c1ccc2c(c1)SC[C@@H]2[*:1],88,1
c1ccn2c([*:2])nc([*:1])c2c1,88,2
O=c1c2ccccc2c([*:2])nn1[*:1],88,2
C[C@H]1C[C@H](C)C[NH+]([*:1])C1,88,1
C[C@@H]1C[C@H](C)C[NH+]([*:1])C1,88,1
CC1([*:1])CC1,87,1
C[C@@H](C(N)=O)[*:1],87,1
Fc1ccc(Br)c([*:1])c1,87,1
Nc1cc([*:1])ccc1[*:2],87,2
c1ccc2c([*:1])cncc2c1,87,1
C1=C([*:1])COc2ccccc21,87,1
C1C[C@H]([*:1])C[NH2+]1,87,1
Clc1cc([*:1])cc2c1OCCO2,87,1
O=c1[nH]nc([*:1])c2ccccc12,87,1
c1cc2cc([*:2])ccc2cc1[*:1],87,2
O=C1C[C@H]([*:1])C(=O)N1[*:2],87,2
C1C[C@@H]([*:1])C[C@@]2(CCSC2)O1,87,1
C1OCC1[*:1],86,1
Cc1nnc([*:2])n1[*:1],86,2
O=c1c([*:1])cccn1[*:2],86,2
O=c1n([*:1])nc2ccccn12,86,1
Cc1ccc([*:1])c([*:2])n1,86,2
c1cc([*:1])c2nc([*:2])sc2c1,86,2
Cc1ccn([*:1])n1,85,1
O=C([O-])C=C[*:1],85,1
CC1(C)CC[NH+]([*:1])C1,85,1
Cc1cc([*:1])c2ncccc2c1,85,1
Cc1cc([*:2])nc([*:1])n1,85,2
C1C[C@@H]([*:1])C[NH2+]1,85,1
C1CCc2c(sc([*:1])c2[*:2])C1,85,2
C[NH+]1[C@H]2CC[C@@H]1CN([*:1])CC2,85,1
Cc1n[nH]cc1[*:1],84,1
C[C@@H](C#N)C[*:1],84,1
C1Cc2nc([*:1])sc2C1,84,1
[O-][n+]1ccccc1[*:1],84,1
c1cc([*:1])c2nsnc2c1,84,1
O[C@H]1CCCN([*:1])C1,84,1
C[C@H](CC(=O)[*:2])[*:1],84,2
CC1(C)CC([*:1])CC(C)(C)[NH2+]1,84,1
C1C[C@@]([*:1])([*:2])C[C@H]1[*:3],84,3
c1cc([*:1])[nH]n1,83,1
Cc1nc(C)c([*:1])o1,83,1
c1nc([*:1])c2ccsc2n1,83,1
CC[C@@H](C)C(=O)[*:1],83,1
O=c1[nH]c2ccccc2n1[*:1],83,1
O=C1SC(=C[*:1])C(=O)N1[*:2],83,2
O=C([O-])[C@@H]([*:1])[*:2],83,2
c1ccc2c(c1)C[C@@H]([*:1])S2,83,1
Cc1ocnc1[*:1],82,1
C1=CCC([*:1])C1,82,1
Clc1ccc([*:1])o1,82,1
c1nc([*:2])n([*:1])n1,82,2
Cc1nc([*:1])ncc1[*:2],82,2
CC1([*:1])CCN([*:2])CC1,82,2
C[C@@H]1CCC[C@H](C)N1[*:1],82,1
C1CC[C@H]([*:2])N([*:1])CC1,82,2
C1=C[C@H]([*:2])C[C@@H]1[*:1],82,2
C1C[C@@H]([*:2])O[C@@H]1[*:1],82,2
Cc1cc([*:1])n[nH]1,81,1
C1C[C@@H]([*:1])CS1,81,1
Cc1oc([*:2])cc1[*:1],81,2
CC(C)(C(=O)[*:2])[*:1],81,2
n1nc2sc([*:1])nn2c1[*:2],81,2
S=c1[nH]nc([*:1])n1[*:2],81,2
c1cc2ccn([*:1])c2cc1[*:2],81,2
O=C(C[C@H]([*:1])[*:3])[*:2],81,3
c1cc2c(cc1[*:2])CN([*:1])CC2,81,2
c1ccc2c([*:1])nc([*:2])nc2c1,81,2
c1ccc2nc([*:2])c([*:1])nc2c1,81,2
O=C1C(=O)N([*:2])C(=O)N1[*:1],81,2
O=C1S/C(=C\[*:2])C(=O)N1[*:1],81,2
c1nc([*:1])no1,80,1
c1cc([*:1])on1,80,1
Cc1cc([*:1])sc1[*:2],80,2
c1ccc2c([*:1])nccc2c1,80,1
O=S1(=O)CCC([*:1])CC1,80,1
O[C@H]1CCC[C@H]1[*:1],80,1
c1ccc2c(c1)CC([*:1])C2,80,1
O[C@H]1CCC[C@@H]1[*:1],80,1
Cn1ncc2c1CCC[C@@H]2[*:1],80,1
c1cc([*:2])cc([*:1])[nH+]1,80,2
O=C([C@@H](C[*:2])[*:3])[*:1],80,3
Fc1c(Cl)cccc1[*:1],79,1
c1oc([*:1])nc1[*:2],79,2
Clc1cc(Br)ccc1[*:1],79,1
CC(C)S(=O)(=O)[*:1],79,1
Cc1cc(F)c([*:1])cc1F,79,1
Cc1ccc2cccc([*:1])c2n1,79,1
C1C[NH+]2CCN1[C@@H]([*:1])C2,79,1
O=C1C[C@@H]([*:1])C(=O)N1[*:2],79,2
SC[*:1],78,1
c1nnc([*:1])o1,78,1
S=C(N[*:2])[*:1],78,2
Clc1ccc([*:1])cc1Br,78,1
[O-]c1ccc([*:1])nn1,78,1
Cc1oc([*:2])nc1[*:1],78,2
CC(C)(C[NH3+])C[*:1],78,1
Cc1sc([*:2])nc1[*:1],78,2
Cc1cccc([*:2])c1[*:1],78,2
O=C([O-])[C@H]([*:1])[*:2],78,2
C1C[C@@H]2CO[C@H]([*:1])CN2C1,78,1
C1C[C@]2(CO1)C[C@H]([*:1])CCO2,78,1
C1C[C@]([*:1])([*:2])C[C@H]1[*:3],78,3
N/C(=N\O)[*:1],77,1
c1cc([*:1])c[nH]1,77,1
CC(C)=CC(=O)[*:1],77,1
Cc1nc([*:1])c(C)s1,77,1
Cc1nnc([*:1])n1[*:2],77,2
Cc1cccc2sc([*:1])nc12,77,1
O[C@@H](CC[*:1])[*:2],77,2
O=c1cc([*:1])oc2ccccc12,77,1
n1c([*:2])sc([*:1])c1[*:3],77,3
Brc1cscc1[*:1],76,1
CC[C@@H](CO)[*:1],76,1
O=C(NO[*:1])[*:2],76,2
O=S(=O)(C(F)F)[*:1],76,1
C[C@H](CC[*:2])[*:1],76,2
Cc1nc2cc([*:1])ccc2o1,76,1
S=c1[nH]nc([*:2])n1[*:1],76,2
C1=C([*:2])N=N[C@H]1[*:1],76,2
C1C[C@@H]([*:3])C[C@]([*:1])([*:2])C1,76,3
C[C@@H](CO)[*:1],75,1
c1nc([*:2])cn1[*:1],75,2
Cc1ccc2c(c1)CCN2[*:1],75,1
c1cc([*:1])c([*:2])cn1,75,2
c1[nH]c([*:1])cc1[*:2],75,2
C1SCN([*:2])[C@H]1[*:1],75,2
C1C[C@H]([*:2])O[C@@H]1[*:1],75,2
CC1(C)CN([*:1])CC[S@@+]1[O-],75,1
c1ccc2c([*:2])c([*:1])ccc2c1,75,2
c1nc([*:2])nn1[*:1],74,2
Cc1cc(C)c([*:1])cc1C,74,1
O=C1CC[C@H]([*:1])N1,74,1
C(C([*:2])[*:3])[*:1],74,3
Cc1cc2c([*:1])ncnc2s1,74,1
c1[nH]c([*:2])cc1[*:1],74,2
Brc1ccc([*:2])cc1[*:1],74,2
c1ccc2c(c1)CN([*:1])C2,74,1
C1SCN([*:1])[C@@H]1[*:2],74,2
c1nc([*:1])c2cnn([*:2])c2n1,74,2
c1ccc2c([*:2])c([*:1])oc2c1,74,2
O=C(C[C@H]([*:2])[*:3])[*:1],74,3
O=C(C[C@@H]([*:1])[*:3])[*:2],74,3
Brc1ccoc1[*:1],73,1
C1CSC([*:1])=N1,73,1
Cc1cnc([*:1])o1,73,1
Cc1[nH]ncc1[*:1],73,1
C(#C[*:2])C[*:1],73,2
CCC(CC)C(=O)[*:1],73,1
Cc1c([*:2])nnn1[*:1],73,2
Cc1sc([*:1])c([*:2])c1C,73,2
C[C@@H](CS(C)(=O)=O)[*:1],73,1
c1ccc2c(c1)C[C@H]([*:1])S2,73,1
Cc1sc2nc([*:1])[nH]c(=O)c2c1C,73,1
CC(C)=C[*:1],72,1
c1cc([*:1])ncn1,72,1
Cc1cc([*:1])nn1C,72,1
C(=C[*:1])C[*:2],72,2
Cc1cc([*:1])[nH]n1,72,1
n1nn([*:2])nc1[*:1],72,2
O=C1CC[C@@H]([*:1])N1,72,1
O=c1ccc([*:1])cn1[*:2],72,2
c1n[nH]c([*:2])c1[*:1],72,2
c1ccc2c(c1)SC[C@H]2[*:1],72,1
c1cc2c(cc1[*:1])CCCN2[*:2],72,2
O=C1[C@@H]([*:1])CCCN1[*:2],72,2
O=c1cc([*:2])c2ccc([*:1])cc2o1,72,2
C1C[C@H]([*:3])C[C@@]([*:1])([*:2])C1,72,3
O=C(NO[*:2])[*:1],71,2
C1CS[C@H]([*:1])CS1,71,1
[NH3+]C1([*:1])CCC1,71,1
O[C@H](CC[*:1])[*:2],71,2
c1ccc2ncc([*:1])cc2c1,71,1
O=S1(=O)CCN([*:1])CC1,71,1
Cc1nnc2ccc([*:1])nn12,71,1
[S-]c1nnc([*:1])n1[*:2],71,2
Fc1cc([*:2])cc(F)c1[*:1],71,2
C[C@H]1CCC[C@H](C)N1[*:1],71,1
CC(C)(C)[C@@H]([*:1])[*:2],71,2
Cc1cc(C)c([*:1])c(=O)[nH]1,71,1
O=C(CS(=O)(=O)C[*:1])[*:2],71,2
c1c2c(cc([*:2])c1[*:1])OCO2,71,2
O=S(=O)(N=C([O-])[*:1])[*:2],71,2
C1C[C@@H]2CO[C@@H]([*:1])CN2C1,71,1
OCCC#C[*:1],70,1
c1nc([*:2])cnc1[*:1],70,2
n1nc([*:1])c([*:2])s1,70,2
O[C@H]1CCCC[C@H]1[*:1],70,1
c1cc2ccc([*:1])cc2[nH]1,70,1
n1nc2sc([*:2])nn2c1[*:1],70,2
C[C@@H](CC[*:1])C(=O)[*:2],70,2
C1CN([*:2])Cc2sc([*:1])nc21,70,2
C1CN([*:1])Cc2sc([*:2])nc21,70,2
C1CC2(CCO1)C[C@H]([*:1])CCO2,70,1
O=C1N[C@]([*:1])([*:2])C(=O)N1[*:3],70,3
Cc1nnsc1[*:1],69,1
CC[C@H](CO)[*:1],69,1
Cc1cc([*:1])sc1C,69,1
CCS(=O)(=O)CC[*:1],69,1
C1CO[C@H]([*:1])CO1,69,1
C1C[NH+]([*:1])CCS1,69,1
C1CO[C@@H]([*:1])CO1,69,1
C1CS[C@@H]([*:1])CS1,69,1
C/[NH+]=C(/N[*:1])[*:2],69,2
c1nc([*:1])c2nc[nH]c2n1,69,1
Cc1n[nH]c2ncc([*:1])cc12,69,1
C[C@H](CS(C)(=O)=O)[*:1],69,1
C/C(=N\NC(=O)[*:1])[*:2],69,2
O=c1[nH]c2ccccc2cc1[*:1],69,1
C1CC[C@@H]([*:1])[NH2+]C1,69,1
c1c([*:2])c([*:3])nn1[*:1],69,3
C1CCC2(C1)C[C@H]([*:1])CCO2,69,1
c1cc2[nH]nc([*:1])c2cc1[*:2],69,2
Cn1c(=O)c2c(ncn2[*:1])n(C)c1=O,69,1
Brc1ccsc1[*:1],68,1
Clc1csc([*:1])c1,68,1
O=C1CCCCCN1[*:1],68,1
CC[C@H](C#N)[*:1],68,1
c1nn([*:2])nc1[*:1],68,2
Cc1ccc([*:1])c(O)c1,68,1
O=C([O-])CCC(=O)[*:1],68,1
CC1(C)CCCC[C@H]1[*:1],68,1
O=S(=O)(C[*:1])C[*:2],68,2
Fc1cc(F)c([*:1])c(F)c1,68,1
C[NH+]1CCCC[C@@H]1[*:1],68,1
O[C@H]1CCCC[C@@H]1[*:1],68,1
O=C1NC2(CCCC2)C(=O)N1[*:1],68,1
C1=C([*:2])N=N[C@@H]1[*:1],68,2
c1c[nH+]c([*:2])c([*:1])c1,68,2
C1Cc2sc([*:2])c([*:1])c2C1,68,2
C1C[C@@H]([*:1])[C@H]([*:2])O1,68,2
Oc1ccc([*:1])cc1Cl,67,1
Cc1cccc([*:1])c1Cl,67,1
N/C(=N/O[*:1])[*:2],67,2
CN(C)S(=O)(=O)[*:1],67,1
O=S(=O)(N[*:1])[*:2],67,2
Cc1cc([*:1])c(F)cc1F,67,1
O[C@@H]1CCCN([*:1])C1,67,1
O=C1OC([*:2])=NC1=C[*:1],67,2
Cc1cc(=O)oc2cc([*:1])ccc12,67,1
c1ccc2c([*:1])c([*:2])oc2c1,67,2
c1cnc2c(c1)nc([*:2])n2[*:1],67,2
C1CC[C@@H]([*:2])N([*:1])CC1,67,2
Brc1cc([*:1])cs1,66,1
Cn1cccc([*:1])c1=O,66,1
Cn1nc([*:1])ccc1=O,66,1
Cc1sc([*:1])cc1[*:2],66,2
C1=C[C@@H]([*:1])CC1,66,1
Cc1cc([*:1])cc(C)c1[*:2],66,2
Cc1ccc2nc([*:1])[nH]c2c1,66,1
